filename,text
captcha_20260512172052.png,VSBFM
captcha_20260512172259.png,ZYNEY
captcha_20260512172439.png,HRLYN
captcha_20260512172641.png,WIQBU
captcha_20260512172644.png,LTYFK
captcha_20260512172914.png,UGGSS
captcha_20260512173129.png,CRKCC
captcha_20260512173240.png,SZQYI
captcha_20260521172641.png,IEGNI
captcha_20260521172645.png,JDCRH
captcha_20260521173441.png,EZXHD
captcha_20260531161654.png,XLYPP
captcha_20260531163723.png,DEQLD
captcha_20260601175043.png,DQGDD
captcha_20260603213052.png,NMVZM
captcha_20260604000236.png,UCBKL
captcha_20260604180051.png,JNTJG
captcha_20260604205237.png,QMKUB
captcha_20260604211639.png,JYSKU
captcha_20260604211648.png,UPLXD
captcha_20260604211842.png,PXCMS
captcha_20260604211844.png,IWQWQ
captcha_20260604212049.png,HZRTI
captcha_20260604212235.png,CCKBR
captcha_20260604212241.png,ZGJQD
captcha_20260604212438.png,DHWFR
captcha_20260604212440.png,QKLGL
captcha_20260604212634.png,RPVEN
captcha_20260604212635.png,RXZNQ
captcha_20260604212835.png,GCRKE
captcha_20260604213038.png,UHCKD
captcha_20260604213240.png,GUDYE
captcha_20260604213243.png,SEFGX
captcha_20260604213440.png,QZQDQ
captcha_20260604213441.png,HGBUJ
captcha_20260604213635.png,KHUEC
captcha_20260604213636.png,LMKCR
captcha_20260604214042.png,YVYLF
captcha_20260604214247.png,RXEXT
captcha_20260604214451.png,VMDPW
captcha_20260604214452.png,HMIKS
captcha_20260604214852.png,MTPNV
captcha_20260604214855.png,VMHUP
captcha_20260604215057.png,GUBTV
captcha_20260604215104.png,WNURI
captcha_20260604215238.png,WBFCT
captcha_20260604215243.png,VNWFX
captcha_20260604215439.png,KSTVJ
captcha_20260604215638.png,ZKTMF
captcha_20260604215640.png,CBCHZ
captcha_20260604215839.png,ECXED
captcha_20260604220057.png,BJNWE
captcha_20260604220102.png,SYWRO
captcha_20260604220241.png,PSQXK
captcha_20260604220242.png,BVWVS
captcha_20260604235437.png,SDLTH
captcha_20260605112636.png,RVEUT
captcha_20260605112836.png,BLBSX
captcha_20260605113040.png,YKDIC
captcha_20260605113237.png,YDJWI
captcha_20260605113436.png,JGRBB
captcha_20260608085836.png,THUFM
captcha_20260612031425.png,XQFIB
captcha_20260615030631.png,XXMGI
captcha_20260617141231.png,YXJIP
captcha_20260621000431.png,TRMUG
captcha_20260622031426.png,CTTQN
captcha_20260624000230.png,GVULL
captcha_20260624000436.png,RMMMB
captcha_20260625230829.png,PSZBU
captcha_20260626000038.png,FIVJR
captcha_20260626000042.png,EGEZD
captcha_20260626000230.png,PCVTO
captcha_20260626000232.png,GENZW
captcha_20260626000429.png,PSBUF
captcha_20260626000433.png,QHGFJ
captcha_20260626011832.png,WZJJC
captcha_20260626144628.png,CEERW
captcha_20260628000045.png,LZMKR
captcha_20260628023037.png,BKMSH
captcha_20260628024229.png,KRUYC
captcha_20260629122837.png,UEULN
captcha_20260629123039.png,SPNQI
captcha_20260629123046.png,ZLWLM
captcha_20260629143834.png,PWWWD
captcha_20260629143835.png,SMBZL
captcha_20260629152232.png,BHIKG
captcha_20260629203044.png,REVWQ
captcha_20260629223236.png,JQNBC
captcha_20260630000046.png,UEWZG
captcha_20260630173255.png,RZBZX
captcha_20260630210433.png,HFGBC
captcha_20260701053239.png,XVPHI
captcha_20260701133048.png,TQWIF
captcha_20260701160513.png,NZEBU
captcha_20260701220045.png,BCPUS
captcha_20260702121437.png,TITCO
captcha_20260702121440.png,TPKKD
captcha_20260702121641.png,LKLLG
captcha_20260702121643.png,NXBFJ
captcha_20260702122040.png,MBUMT
captcha_20260702122041.png,TLXMH
captcha_20260702122236.png,XUEJZ
captcha_20260702124038.png,TVFJQ
captcha_20260702124039.png,LGZZY
captcha_20260702124241.png,HSKYD
captcha_20260702124434.png,FUSYH
captcha_20260702124435.png,SCGKW
captcha_20260702124639.png,MZFHZ
captcha_20260702124640.png,XTRCK
captcha_20260702124836.png,IWGKH
captcha_20260702124838.png,UFVCH
captcha_20260702125043.png,FJNLT
captcha_20260702125238.png,UKPRY
captcha_20260702125834.png,XDPDM
captcha_20260702125839.png,LBGPP
captcha_20260702130040.png,RRSMS
captcha_20260702130041.png,TDSKL
captcha_20260702130436.png,YBGTF
captcha_20260702130438.png,XNCRT
captcha_20260702130635.png,LGTGL
captcha_20260702131236.png,WNXXW
captcha_20260702131637.png,MFFUR
captcha_20260702132037.png,CCEIH
captcha_20260702132039.png,SXGNU
captcha_20260702132440.png,FGEQL
captcha_20260702132638.png,HZZIW
captcha_20260702132639.png,FRGGL
captcha_20260702133038.png,BFSGI
captcha_20260702133236.png,CQMUN
captcha_20260702133840.png,KMYCI
captcha_20260702133841.png,PYEIY
captcha_20260702135839.png,KMKUF
captcha_20260702135840.png,TPFML
captcha_20260702140040.png,TWWHY
captcha_20260702140041.png,SEUIF
captcha_20260702140435.png,KKUYS
captcha_20260702140845.png,XKCGE
captcha_20260702141643.png,DERYD
captcha_20260702142238.png,IHIFY
captcha_20260702143043.png,RGDWR
captcha_20260702143044.png,GECGN
captcha_20260702145838.png,FMJRU
captcha_20260702145840.png,MPSDK
captcha_20260702150052.png,WLLET
captcha_20260702153043.png,GWZQR
captcha_20260702155837.png,LBLQS
captcha_20260702155838.png,RUHYU
captcha_20260702170059.png,VQCVS
captcha_20260702170653.png,CNWXS
captcha_20260702170655.png,TQPFT
captcha_20260702170857.png,VBLJK
captcha_20260704043435.png,CNXIY
captcha_20260704043438.png,WRSPV
captcha_20260708000045.png,BEKUE
captcha_20260708095040.png,VBSVM
captcha_20260708095233.png,RRZNZ
captcha_20260708095440.png,YLCKH
captcha_20260708095632.png,BKBRJ
captcha_20260708095832.png,EJKZW
captcha_20260708100038.png,ZLXVB
captcha_20260708100237.png,PCETM
captcha_20260708100545.png,YTLCI
captcha_20260708101040.png,BJXBZ
captcha_20260708101440.png,KQEJD
captcha_20260708101834.png,IWZTM
captcha_20260708102237.png,ZPGSN
captcha_20260708102408.png,YKZCK
captcha_20260708102541.png,DCYDB
captcha_20260708102837.png,VJVPI
captcha_20260708103048.png,DCDLK
captcha_20260708103244.png,ZQQWQ
captcha_20260708103440.png,MFFWM
captcha_20260708110052.png,HDGPJ
captcha_20260708110235.png,UPHNY
captcha_20260708110434.png,YYJKC
captcha_20260708110634.png,YUPWQ
captcha_20260708110843.png,LKZDW
captcha_20260708111046.png,PJMTD
captcha_20260708111238.png,YZDTI
captcha_20260708111448.png,XJBMC
captcha_20260708111638.png,KBUDP
captcha_20260708111841.png,VDIFM
captcha_20260708112051.png,LIMSW
captcha_20260708112242.png,DESTS
captcha_20260708112443.png,YZVWP
captcha_20260708112641.png,HYSWN
captcha_20260708112841.png,FIELZ
captcha_20260708113048.png,XHNVR
captcha_20260708113253.png,NIVFQ
captcha_20260708113445.png,YCKDU
captcha_20260708113639.png,MLQVC
captcha_20260708113841.png,PVNPC
captcha_20260708114049.png,ZLTXF
captcha_20260708115045.png,BDKGL
captcha_20260708115238.png,DFHNT
captcha_20260708115439.png,QTVYY
captcha_20260708115643.png,RRLSB
captcha_20260708115839.png,MSCVL
captcha_20260708120052.png,NXCIQ
captcha_20260708120246.png,NSHTD
captcha_20260708121049.png,EQCWM
captcha_20260708121244.png,KELYB
captcha_20260708122050.png,BWDCC
captcha_20260708122248.png,EIKYJ
captcha_20260708123126.png,DWWJC
captcha_20260708123246.png,PTLJW
captcha_20260708124049.png,UZKFR
captcha_20260708124239.png,EYGHD
captcha_20260708124439.png,FHPWY
captcha_20260708125244.png,GWBUI
captcha_20260708125443.png,GNUWN
captcha_20260708130247.png,WJEIK
captcha_20260708130453.png,GYLDP
captcha_20260708130655.png,XGEGP
captcha_20260708130856.png,BIPLY
captcha_20260708131109.png,KFJTW
captcha_20260708131318.png,CMVWK
captcha_20260708131522.png,DMHTO
captcha_20260708131733.png,IBTXD
captcha_20260708131941.png,ZYPIZ
captcha_20260708132136.png,DTMXZ
captcha_20260708132303.png,PUVLT
captcha_20260708132513.png,UHJPF
captcha_20260708132659.png,NMYHM
captcha_20260708132858.png,YURRL
captcha_20260708133058.png,RJEBS
captcha_20260708133308.png,CDYPJ
captcha_20260708133457.png,LMCCC
captcha_20260708133710.png,VKFVF
captcha_20260708133905.png,HEEYQ
captcha_20260708134106.png,CYWQF
captcha_20260708134245.png,HBTCE
captcha_20260708134442.png,FBUBV
captcha_20260708134652.png,VNZFM
captcha_20260708134916.png,XTLFZ
captcha_20260708135049.png,LGIRL
captcha_20260708135247.png,XJHMN
captcha_20260708135443.png,EHCTX
captcha_20260708135641.png,BWPRU
captcha_20260708135855.png,PBHBQ
captcha_20260708140048.png,RYZUJ
captcha_20260708140251.png,ZXENE
captcha_20260708141237.png,GWKIX
captcha_20260708141435.png,BSTLE
captcha_20260708141637.png,HJVGF
captcha_20260708151435.png,PNCDP
captcha_20260708151651.png,BKKDW
captcha_20260708151843.png,NJZQP
captcha_20260708152056.png,WLTQM
captcha_20260708152245.png,BYLCF
captcha_20260708152446.png,PXDHS
captcha_20260708152712.png,DTCBL
captcha_20260708152856.png,XNFFM
captcha_20260708154504.png,FCGPF
captcha_20260708154642.png,RIICX
captcha_20260708154848.png,YWLJY
captcha_20260708155058.png,FFYLY
captcha_20260708155258.png,HPCLG
captcha_20260708155458.png,PTHYG
captcha_20260708155651.png,ZHDMR
captcha_20260708155853.png,ESMTN
captcha_20260708160328.png,SITZF
captcha_20260708160538.png,ISVJF
captcha_20260708160722.png,UUDIK
captcha_20260708160927.png,TICEF
captcha_20260708161125.png,GCDVJ
captcha_20260708161429.png,UUMWC
captcha_20260708161705.png,RVLCR
captcha_20260708161919.png,PGTPF
captcha_20260708162147.png,EFUYJ
captcha_20260708162424.png,WXBZJ
captcha_20260708162612.png,MCUSH
captcha_20260708162844.png,LYLBG
captcha_20260708163339.png,GEVLL
captcha_20260708163642.png,VRXKF
captcha_20260708163825.png,ZMMMZ
captcha_20260708164056.png,IUZBD
captcha_20260708164259.png,JEPCS
captcha_20260708164624.png,FSVMS
captcha_20260708164950.png,SHZIR
captcha_20260708165139.png,TMSFR
captcha_20260708165335.png,QZBHV
captcha_20260708165547.png,IECEB
captcha_20260708165855.png,ZDXQJ
captcha_20260708165901.png,WJSUP
captcha_20260708170050.png,WNIYN
captcha_20260708170238.png,JIVDJ
captcha_20260708170539.png,DNFRC
captcha_20260708170835.png,KSWDC
captcha_20260708171008.png,DRRJG
captcha_20260708171424.png,ZWTCJ
captcha_20260708171811.png,BKIFH
captcha_20260708171958.png,RIMNU
captcha_20260708172237.png,HSMXC
captcha_20260708173532.png,RIGSJ
captcha_20260708173752.png,VUTNK
captcha_20260708173959.png,FFHTO
captcha_20260708174145.png,IFRNK
captcha_20260708174347.png,JWKUJ
captcha_20260708174608.png,MWGTJ
captcha_20260708174856.png,QHCCJ
captcha_20260708175058.png,LTHDC
captcha_20260708175339.png,WYLYR
captcha_20260708175616.png,PVVIR
captcha_20260708175822.png,RXWCC
captcha_20260708180037.png,LJWQH
captcha_20260708180236.png,TRCPJ
captcha_20260708180539.png,YLUDK
captcha_20260708180734.png,BUFIY
captcha_20260708180922.png,JSYVF
captcha_20260708181204.png,SMZRD
captcha_20260708181357.png,BVQPW
captcha_20260708182354.png,BXPHD
captcha_20260708182646.png,BKGSK
captcha_20260708182835.png,XEHJQ
captcha_20260708183048.png,MJMUP
captcha_20260708183241.png,WGZIQ
captcha_20260708183447.png,CVWTZ
captcha_20260708183645.png,VLWQR
captcha_20260708183842.png,GCVMJ
captcha_20260708184051.png,ZUZLK
captcha_20260708185041.png,JMRXQ
captcha_20260708185237.png,BYVPC
captcha_20260708185454.png,NQSSJ
captcha_20260708185645.png,BSWGX
captcha_20260708185848.png,KGZXX
captcha_20260708190049.png,FRRTU
captcha_20260708190256.png,EJIUC
captcha_20260708190441.png,SETFP
captcha_20260708190643.png,QEGGE
captcha_20260708190846.png,JPDGM
captcha_20260708191052.png,SKHHN
captcha_20260708191245.png,EQWPM
captcha_20260708191441.png,LUJRI
captcha_20260708191646.png,FJCFM
captcha_20260708191852.png,HJYUD
captcha_20260708192051.png,DWUIC
captcha_20260708192243.png,WZPIR
captcha_20260708192447.png,BQIDC
captcha_20260708192646.png,VURNC
captcha_20260708192842.png,QWYCD
captcha_20260708193043.png,GHVPW
captcha_20260708193236.png,YZRIJ
captcha_20260708193444.png,GSUMR
captcha_20260708193640.png,FFKIM
captcha_20260708193839.png,TZTLU
captcha_20260708194104.png,DDRHC
captcha_20260708194242.png,FSEDT
captcha_20260708194447.png,ZIIIX
captcha_20260708195435.png,MRKZL
captcha_20260708195640.png,THGCR
captcha_20260708200637.png,JYYXM
captcha_20260708200839.png,TBZZC
captcha_20260708201049.png,XIVRX
captcha_20260708201244.png,MVXCY
captcha_20260708201454.png,CZPUZ
